isbn,name,author,publisher,year,language,pages,format,review,price,url,topic
9875665614,"Monje que Vendio su Ferrari, el",Sharma robin s,Debolsillo,2010.0,Español,224.0,Libro físico,"El monje que vendió su Ferrari es la sugerente y emotiva historia de Julian Mantle, un superabogado cuya vida estresante, desequilibrada y obsesionada con el dinero acaba provocándole un infarto. Ese desastre provoca en Julian una crisis espiritual que lo lleva a enfrentarse a las grandes cuestiones de la vida. Esperando descubrir los secretos de la felicidad y el esclarecimiento, emprende un extraordinario viaje por el Himalaya para conocer una antiquísima cultura de hombres sabios. Y allí descubre un modo de vida más gozoso, así como un método que le permite liberar todo su potencial y vivir con pasión, determinación y paz. Escrito a modo de fábula, este libro contiene una serie de sencillas y eficaces lecciones para mejorar nuestra manera de vivir. Vigorosa fusión de la sabiduría espiritual de Oriente con los principios del éxito occidentales, muestra paso a paso cómo vivir con más coraje, alegría, equilibrio y satisfacción.",6800,https://www.buscalibre.cl/libro-monje-que-vendio-su-ferrari-el/9789875665613/p/3251977,espiritualidad-y-auto-ayuda
9789562585200,El Camino del Amor Propio. Medicina de la Consciencia,Rodolfo neira,Grijalbo,2019.0,Español,148.0,Libro físico,"Rodolfo Neira, médico intensivista y panelista de televisión, advierte los riesgos físicos y mentales de nuestros hábitos cotidianos y aceptados convencionalmente: la sobrecarga laboral, el individualismo, el exitismo, el estrés crónico y, sobre todo, la mala alimentación y la acumulación de disconformidades o frustraciones. Neira explica, entre otros temas, cómo nuestros hábitos alimenticios han gatillado o acentuado patologías. Y, desde un análisis científico, pero también espiritual y filosófico, propaga el autocuidado y la noción de amor a sí mismo para trabajar la felicidad y la ecuanimidad: en otras palabras, ayuda a detectar las costumbres —conscientes o inconscientes— que dañan nuestra salud física y mental para así establecer un cambio progresivo y definitivo.",10200,https://www.buscalibre.cl/libro-el-camino-del-amor-propio-medicina-de-la-consciencia/9789562585200/p/51502500,espiritualidad-y-auto-ayuda
8498729467,Liderazgo,Daniel goleman,bolsillo,2014.0,Español,168.0,Libro físico,"La primera colección completa de Daniel Goleman de sus hallazgos clave sobre liderazgo. «He reunido los trabajos de más de veinte años que mejor ilustran el impacto positivo de la IE en relación con la excelencia personal y organizativa. Este libro debe considerarse una caja de herramientas. Cada capítulo representa un artefacto único y útil que ayudará a líderes, entrenadores, directivos de recursos humanos, instructores y educadores a guiar y motivar de manera efectiva.»Daniel Goleman He aquí la primera selección exhaustiva de los hallazgos de Daniel Goleman relacionados con el concepto de liderazgo. Este material, a menudo citado y de probada eficacia, ayudará a desarrollar la capacidad de dirección, ejecución e innovación. La presente selección incluye, en un solo volumen, los escritos más solicitados de Goleman. Por último, también abre una nueva vía que redefine la labor del líder así como el modo en que este puede desarrollar una mayor IE gracias a los últimos descubrimientos acerca de la neuroplasticidad del cerebro.",6800,https://www.buscalibre.cl/libro-liderazgo/9788498729467/p/41799260,espiritualidad-y-auto-ayuda
9789563603897,"Educar Para Sentir, Sentir Para Educar",Pilar sordo,Planeta,2014.0,Castellano,216.0,Libro físico,"Durante los últimos treinta años el mundo, sin duda, ha sufrido muchas transformaciones. Ha cambiado la concepción de la pareja, los paradigmas que rigen la salud, la manera en que nos comunicamos, nuestra conciencia del medio ambiente y también las demandas que las empresas y el mundo laboral tienen de sus trabajadores. Hoy se buscan personas empáticas, solidarias, sensibles, sin prejuicios, que sepan trabajar en equipo y resolver conflictos. Pero ¿de dónde sale esta gente si la educación que estamos dándole a nuestros niños no incorpora la estimulación de ninguna de las mal llamadas «habilidades blandas»? El objetivo de este libro es intentar entender esta contradicción y para ello recorrer en detalle todas las instancias educativas, analizando qué está pasando con nuestras emociones tanto en la familia como en la escuela, la educación superior y el propio entorno laboral. Desde nuestra más tierna infancia estamos programados para bloquear nuestras emociones más primarias, lo que se va sistematizando a lo largo de toda la educación formal. Cada vez manejamos más información, nos perfeccionamos más a nivel profesional y acumulamos un inmenso arsenal de conocimientos cognitivos, pero, paradójicamente, nos estamos volviendo más ignorantes emocionalmente, perdiendo la conexión con nosotros mismos. Esta terrible disociación puede generar angustia y desesperanza, pero es un escollo que podemos superar si escuchamos atentamente el sentido profundo de la invitación que Pilar Sordo nos hace en este libro: Educar para sentir, sentir para educar. Este es el único camino posible para formar los seres humanos que el futuro necesita.",5000,https://www.buscalibre.cl/libro-educar-para-sentir-sentir-para-educar/9789563603897/p/49054548,espiritualidad-y-auto-ayuda
9789566052012,Cómo Mejorar tu Ciclo Menstrual,Lara briden,Ginecosofía,2020.0,Español,416.0,Libro físico,"La menstruación está dejando de ser un tabú; la estamos revalorizando como la piedra angular de la salud femenina, como un mapa de señales para la comprensión de nuestra salud. La medicina patriarcal nos ha negado el acceso a una mirada integral de nuestros cuerpos menstruantes, pero nosotras, hoy, nos estamos redescubriendo, aprendiendo de nosotras mismas -juntas, ya no más pacientes- y generamos nuevos conocimientos con la ayuda de otras estudiosas y expertas. Lara Briden nos ofrece generosamente las observaciones de su trayectoria de más de veinte años en la atención clínica como médica naturópata para profundizar en el estudio de nuestras hormonas y nuestro ciclo menstrual. Su enfoque nos propone una profunda escucha de nuestro cuerpo y sus procesos, y a partir de ese ejercicio nos acerca el conocimiento científico de un modo simple, en diálogo con las hierbas medicinales, la alimentación, y la adaptación de nuestros hábitos cotidianos a lo que cada una necesita en cada etapa de su vida. Aquí les presentamos una cuidadosa edición revisada para Latinoamérica. Esperamos seguir expandiendo esta colección de conocimiento imprescindible para el cuidado de la vida.",13600,https://www.buscalibre.cl/libro-como-mejorar-tu-ciclo-menstrual/9789566052012/p/52427524,espiritualidad-y-auto-ayuda
9788466350952,Siddhartha,Hermann hesse,Debolsillo,2020.0,Castellano,216.0,Libro físico,"La historia de Buda novelada por Herman Hesse. Esta novela, ambientada en la India tradicional, relata la vida de Siddhartha, un hombre para quien el camino de la verdad pasa por la renuncia y la comprensión de la unidad que subyace en todo lo existente. En sus páginas, el autor ofrece todas las opciones espirituales del hombre. Hermann Hesse buceó en el alma de Oriente a fin de aportar sus aspectos positivos a nuestra sociedad. Siddhartha es la obra más representativa de este proceso y ha ejercido una gran influencia en la cultura occidental del siglo XX. La crítica ha dicho:«Uno de los libros más sencillos, bellos y profundos que haya leído jamás. Siddhartha es para mí una medicina más efectiva que el Nuevo Testamento.»Henry Miller «En medio de tanta miseria, me consuela la idea de ser contemporáneo suyo.»Thomas Mann «Hesse no pretendía mostrar caminos, más bien despertar conciencias. Alcanzó distantes destinos sin que ningún localismo le detuviera, avanzó siempre hacia la comprensión universal.»El País",6800,https://www.buscalibre.cl/libro-siddhartha/9788466350952/p/52804400,espiritualidad-y-auto-ayuda
9789566026020,Ni Calladitas ni Perfectas,Nerea de ugarte ,Montena,2019.0,Español,120.0,Libro físico,"¿Te has preguntado cuántas cosas has dejado de hacer por temor o inseguridad? ¿Cuántas veces te has callado una opinión por miedo a parecer tonta? ¿Cuántas veces has intentado modelar tu apariencia o tu forma de vestir por adaptarte a un falso canon belleza? ¿Estás consciente de cuántas experiencias que vives a diario te hacen sentir mal, avergonzada o frágil?  Es momento de decir basta. Tienes en ti el mejor regalo de todos: tu vida. Y tu vida merece ser vivida en grande. Mira el mundo con tus anteojos nuevos y atrévete a cambiar. Cuando descubras que eres dueña de un súper poder que jamás habías activado, tu historia será otra.  Si dejas de decir no puedo, tal vez tu vida cambie hoy. Y para siempre  Un libro escrito con coraje, para todas quienes alguna vez han dudado de sí mismas",10200,https://www.buscalibre.cl/libro-ni-calladitas-ni-perfectas/9789566026020/p/51423991,espiritualidad-y-auto-ayuda
9789563042184,"A. M. A. R. (Atender, Mentalizar, Automentalizar y Regular)",Felipe lecannelier,Ediciones b,2014.0,Español,192.0,Libro físico,"¿Qué es lo que más deben tener presente los padres, profesores y, en fin, todos quienes ayudan en el cuidado de los niños? Parece obvio, pero en un mundo en el que todo gira en torno a los adultos, a veces olvidamos que en el centro de dicho cuidado están justamente: ayudar al lector a ver el mundo de los menores desde sus propias necesidades, intereses, momento del desarrollo y experiencias. Para esto, Felipe Lecannelier, psicólogo clínico e investigador experto en apego, propone el A.M.A.R., una metodología desarrollada durante 15 años que se centra en las cuatro capacidades primordiales (Atender, Mentalizar, Automentalizar y Regular) para lograr la seguridad emocional de los niños, y que es la columna vertebral de su bienestar. El mensaje es que no hay padres perfectos ni niños perfectos, por lo que tampoco existen recetas, aunque el autor sí propone algunos consejos que los adultos pueden aplicar en esa gran tarea que es el cuidado de los niños.",11900,https://www.buscalibre.cl/libro-a-m-a-r-atender-mentalizar-automentalizar-y-regular/9789563042184/p/47502677,espiritualidad-y-auto-ayuda
9789563608663,Habitarme Mujer. Viaje Al Despertar,Francisca vargas,Planeta,2021.0,Español,192.0,Libro físico,"Vuelve al origen, libera a la mujer primitiva y salvaje que llevas dentro. La llamada es ese momento de la vida en que las cuidadas ilusiones se desarman, dejando al descubierto aquello que resiste a la propia naturaleza. En medio de duelos y cajas, Francisca Vargas emprende un viaje a Asia en búsqueda de las imágenes que la visitaban en sueños desde niña. De ese viaje no hubo retorno. Este libro es una invitación a recorrer los ritos y paisajes de Oriente, a encontrarnos con el miedo, las culpas, el amor y la muerte. A preguntarnos por el ser Mujer en estos tiempos, y repensar la relación con nuestros cuerpos, pensamientos, menstruación y relaciones. Habitarme mujer enfrenta a nuestra Mujer Salvaje con la mujer domesticada. A través de registros de diarios de vida, investigación teórica y conversaciones con curanderos y maestros de Oriente de sus años como nómade, la autora comparte la sabiduría ancestral de la naturaleza desde el Amazonas a los Himalayas.",9850,https://www.buscalibre.cl/libro-habitarme-mujer-viaje-al-despertar/9789563608663/p/53166788,espiritualidad-y-auto-ayuda
9788466353519,La Magia Del Orden,Marie kondo,Debolsillo,2020.0,Castellano,200.0,Libro físico,"Transforma tu hogar en un espacio limpio y ordenado de manera permanente, ¡y sorpréndete de cómo cambia tu vida! Marie Kondo, la experta en orden japonesa, te ayudará a acomodar tus espacios de una vez por todas con su sencillo método KonMari. La clave para mantener el orden exitosamente está en acomodar los objetos de tu casa, habitación, apartamento, estudio u oficina en forma correcta, manteniendo solo lo que realmente amas y limpiándolo todo a la vez. Este método increíblemente fácil no solo transformará tu espacio, también te cambiará a ti. Te sentirás más seguro, exitoso y motivado para crear la vida que quieres. ** La magia del orden ha sido traducida a cuarenta idiomas ha vendido más de 12.000.000 de ejemplares todo el mundo. ** Se ha traducido a más de 24 lenguas y publicado en más de 30 países. ** Ha conquistado el número 1 en la lista de más vendidos de The New York Times, Los Angeles Times, Publishers Weekly y The Wall Street Journal, entre otras publicaciones. Reseñas:«Nunca poner a punto tu casa tuvo tanto que aportarte [...] No tardarás en descubrir que has vivido años rodeada de cosas que no necesitas.»Cosmopolitan «Un método de organización con el que no solo transformarás un espacio sino que, también, te cambiará a ti.»El Mundo «Si buscas soluciones para ordenar tu casa, aquí tienes el manual perfecto.»ELLE «Marie Kondo se define como una gurú del orden, una princesa guerrera que lucha contra el caos. Algo que lleva haciendo desde los cincos años.»The Times «Marie Kondo es una sola mujer con una única misión: limpiar el mundo habitación por habitación. Sus libros se han convertido en un fenómeno de ventas en Japón, su país natal. Su método es una actitud ante la vida, una filosofía del orden. Kondo sostiene que son muchos los efectos positivos que podemos tener en nuestras vidas gracias al orden: suerte, amor y éxito, entre otros.»The Sunday Times «¿El desorden preside tu vida? Sigue las reglas del método Marie Kondo, la reina del orden, y sé feliz.»You.co En los blogs...«Sin duda es un libro que se lee en un momento, que engancha porque cuenta con ejemplos que ha vivido Marie Kondo con clientes... Es un libro que te ayuda a darte cuenta de que es mejor tener poco que te guste y te haga feliz, que mucho que no uses. Fíjate en tu ropa, estoy segura que aunque tengas el armario lleno, siempre terminas vistiendo igual. Un libro cuyo enfoque me ha gustado, aunque hay que adaptarlo a cada persona.»Blog Historias contadas",6800,https://www.buscalibre.cl/libro-la-magia-del-orden/9788466353519/p/52853270,espiritualidad-y-auto-ayuda
9789563608380,El Poder de Confiar en ti,Curro cañete,Planeta,2020.0,Español,256.0,Libro físico,"El poder de confiar en ti te invita a convertirte en tu propio coach y a ser tu propio guía con pautas y ejercicios para que aprendas a sentirte bien y a hacer realidad tus verdaderos deseos y aspiraciones. Porque para Curro Cañete la felicidad no es solo un destino, sino también el camino que todos y todas debemos transitar con la ayuda del poder de confiar en nosotros mismos.   «¿Te acuerdas de todas las veces que te hablaste mal a ti mismo? ¿De esos miedos que tantas veces te han asustado? ¿De todo lo que has dejado de hacer por miedo al qué dirán? ¿De cuánto has sufrido por pensar que habías hecho algo malo, por mendigar amor o porque otros no te valoraban o aprobaban? ¿De cuando dejabas de ser tú, perjudicándote, para intentar agradar a otros? ¡Basta! ¡Deja todo eso atrás! ¡Ahora! ¡No hay tiempo que perder!»",10430,https://www.buscalibre.cl/libro-el-poder-de-confiar-en-ti/9789563608380/p/53108682,espiritualidad-y-auto-ayuda
9789563605341,Haz tus Sueños Realidad. Manual Avanzado de Manifestación,Rut nieves,Planeta,2018.0,Español,352.0,Libro físico,"Tras la publicación de Cree en ti, Rut Nieves se pasó dos años presentando el libro y dirigiendo un programa de sesiones para lectores que quisieran manifestar sus sueños. Este libro es el resultado de todo ese trabajo, y en él encontrarás ejercicios muy sencillos y a la vez muy poderosos que te enseñarán a ir abriendo puertas a las experiencias que tu corazón anhela vivir. A través de un viaje al interior de ti mismo, a tu infancia y a la contemplación de tus sueños, aprenderás que la ley de la atracción y la gestión emocional son dos disciplinas que están íntimamente ligadas, y que es el aprendizaje emocional el que va acercando tus sueños a la realidad. Un libro que marcará un antes y un después en tu vida. Deja atrás el escepticismo y muéstrate dispuesto a cambiar tu forma de ver las cosas.",15300,https://www.buscalibre.cl/libro-haz-tus-suenos-realidad-manual-avanzado-de-manifestacion/9789563605341/p/50869525,espiritualidad-y-auto-ayuda
9789560904126,Manual Introductorio a la Ginecologia Natural,Pabla perez san ,Ginecosofia,2015.0,Español,264.0,Libro físico,"A través de la historia humana, las prácticas de sanación mediante el uso de plantas medicinales y cuidados naturales nos han permitido desarrollar nuestro potencial creativo y afectivo, en conjunto con el equilibrio de la Naturaleza. Esas sabidurías originarias han fundado las bases de la medicina alópata occidental, pero su eficacia y pertinencia han sido sistemáticamente desdeñadas por la ciencia y los poderes fácticos que la sustentan, puesto que su estructura orgánica e integral representa una amenaza para la visión utilitaria de las fuerzas de la Vida como un recurso mercantil. Nuestros saberes ancestrales se han acallado, más permanecen, más vivos que nunca, palpitando dentro de nosotras. Esta tercera edición del Manual introductorio a Ginecología Natural sigue las huellas de las tradiciones perdidas y recoge aquellos conocimientos y prácticas con el fin de compartirlos y devolverles su lugar en nuestros cuerpos. Esta obra curiosa e inquieta, que brotó de una motivación sencilla, creció hasta convertirse en una investigación detallada sobre la sanación integral de la salud sexual de las mujeres. Hoy, corregida y aumentada, es ya una piedra fundacional para nuestro conocimiento y autocuidado.",13600,https://www.buscalibre.cl/libro-manual-introductorio-a-la-ginecologia-natural/9789560904126/p/50755573,espiritualidad-y-auto-ayuda
842534851,El Monje que Vendió su Ferrari,Robin sharma,Grijalbo,2012.0,Español,216.0,Libro físico,"El monje que vendió su Ferrari es una fábula espiritual que, desde hace más de quince años, ha marcado la vida de millones de personas en todo el mundo. A través de sus páginas, conocemos la extraordinaria historia de Julian Mantle, un abogado de éxito que, tras sufrir un ataque al corazón, debe afrontar el gran vacío de su existencia. Inmerso en esta crisis existencial, Julian toma la radical decisión de vender todas sus pertenencias y viajar a la India. Es en un monasterio del Himalaya donde aprende las sabias y profundas lecciones de los monjes sobre la felicidad, el coraje, el equilibrio y la paz interior. Con esta historia tan especial e inolvidable, Robin Sharma nos enseña, paso a paso, una nueva manera de enfocar la vida personal, profesional y familiar. Nos muestra lo importante que es emprender un recorrido vital con una dirección clara, con pasión y armonía interior. *** Más de 5 millones de libros vendidos. Reseña:«Los libros de Robin Sharma ayudan a personas de todo el mundo a vivir una vida extraordinaria.»Paulo Coelho, autor de El alquimista",8500,https://www.buscalibre.cl/libro-el-monje-que-vendio-su-ferrari/9788425348518/p/5954122,espiritualidad-y-auto-ayuda
